REPLY_ID,REPLY_EXTRACTION_DATE,FROM_ID,ID_COMMENT,ID_POST
1102308409832659_1147187992011367,2016-10-26 14:25:00,1220376344651269,1102308409832659_1112131138850386,227577483972427_1102308409832659
1102308409832659_1147188405344659,2016-10-26 14:25:00,1220376344651269,1102308409832659_1112131138850386,227577483972427_1102308409832659
1102308409832659_1147401405323359,2016-10-26 14:25:00,1218848911491231,1102308409832659_1112131138850386,227577483972427_1102308409832659
1102308409832659_1116452861751547,2016-10-26 14:25:00,10209068299156962,1102308409832659_1115929025137264,227577483972427_1102308409832659
1102308409832659_1116457455084421,2016-10-26 14:25:00,10209068299156962,1102308409832659_1115929025137264,227577483972427_1102308409832659
1102308409832659_1116463958417104,2016-10-26 14:25:00,10209068299156962,1102308409832659_1115929025137264,227577483972427_1102308409832659
1102308409832659_1116464715083695,2016-10-26 14:25:00,10209068299156962,1102308409832659_1115929025137264,227577483972427_1102308409832659
1102308409832659_1159268714136628,2016-10-26 14:25:00,10205745102706821,1102308409832659_1115929025137264,227577483972427_1102308409832659
1102308409832659_1102347346495432,2016-10-26 14:25:00,10210711432399319,1102308409832659_1102341733162660,227577483972427_1102308409832659
1102308409832659_1102489163147917,2016-10-26 14:25:00,1294825030530774,1102308409832659_1102341733162660,227577483972427_1102308409832659
1098651370198363_1100352063361627,2016-10-26 14:25:00,227577483972427,1098651370198363_1099978640065636,227577483972427_1098651370198363
1098651370198363_1139617636101736,2016-10-26 14:25:00,10207908935141411,1098651370198363_1099978640065636,227577483972427_1098651370198363
1098651370198363_1139935089403324,2016-10-26 14:25:00,227577483972427,1098651370198363_1099978640065636,227577483972427_1098651370198363
1098651370198363_1140142686049231,2016-10-26 14:25:00,227577483972427,1098651370198363_1099978640065636,227577483972427_1098651370198363
1098651370198363_1142591929137640,2016-10-26 14:25:00,227577483972427,1098651370198363_1099978640065636,227577483972427_1098651370198363
1098651370198363_1164326710297495,2016-10-26 14:25:00,227577483972427,1098651370198363_1163996916997141,227577483972427_1098651370198363
1098651370198363_1164344553629044,2016-10-26 14:25:00,10209679238049968,1098651370198363_1163996916997141,227577483972427_1098651370198363
1098651370198363_1164406396956193,2016-10-26 14:25:00,227577483972427,1098651370198363_1163996916997141,227577483972427_1098651370198363
1098651370198363_1166787390051427,2016-10-26 14:25:00,227577483972427,1098651370198363_1163996916997141,227577483972427_1098651370198363
1098651370198363_1099735810089919,2016-10-26 14:25:00,227577483972427,1098651370198363_1099714900092010,227577483972427_1098651370198363
1098651370198363_1103670686363098,2016-10-26 14:25:00,10210888129701722,1098651370198363_1099714900092010,227577483972427_1098651370198363
1098651370198363_1189381477792018,2016-10-26 14:25:00,1175107275869216,1098651370198363_1099714900092010,227577483972427_1098651370198363
1098651370198363_1189383417791824,2016-10-26 14:25:00,10211685188948303,1098651370198363_1099714900092010,227577483972427_1098651370198363
1098651370198363_1204323366297829,2016-10-26 14:25:00,227577483972427,1098651370198363_1204075336322632,227577483972427_1098651370198363
1098651370198363_1166591000071066,2016-10-26 14:25:00,227577483972427,1098651370198363_1164532033610296,227577483972427_1098651370198363
1098651370198363_1147734321956734,2016-10-26 14:25:00,227577483972427,1098651370198363_1147509031979263,227577483972427_1098651370198363
1098651370198363_1098712773525556,2016-10-26 14:25:00,1150054221746525,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1098714966858670,2016-10-26 14:25:00,673798536109587,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1098721333524700,2016-10-26 14:25:00,1033764553385610,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1098721876857979,2016-10-26 14:25:00,1033764553385610,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1098723600191140,2016-10-26 14:25:00,1069410739823363,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1098762716853895,2016-10-26 14:25:00,10207866675891519,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1098877386842428,2016-10-26 14:25:00,10154691975734036,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1099091150154385,2016-10-26 14:25:00,1033764553385610,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1099122640151236,2016-10-26 14:25:00,227577483972427,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1099126400150860,2016-10-26 14:25:00,673798536109587,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1099177986812368,2016-10-26 14:25:00,1033764553385610,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1099230013473832,2016-10-26 14:25:00,10154053859563494,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1102439389819561,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1147186352011531,2016-10-26 14:25:00,1331128480248828,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1160880060642160,2016-10-26 14:25:00,10205573723902470,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1163073833756116,2016-10-26 14:25:00,227577483972427,1098651370198363_1162968363766663,227577483972427_1098651370198363
1098651370198363_1099328600130640,2016-10-26 14:25:00,227577483972427,1098651370198363_1099170570146443,227577483972427_1098651370198363
1098651370198363_1244599585603540,2016-10-26 14:25:00,227577483972427,1098651370198363_1242139362516229,227577483972427_1098651370198363
1098651370198363_1099754580088042,2016-10-26 14:25:00,227577483972427,1098651370198363_1099083453488488,227577483972427_1098651370198363
1098651370198363_1099774690086031,2016-10-26 14:25:00,10207908935141411,1098651370198363_1099083453488488,227577483972427_1098651370198363
1098651370198363_1098750126855154,2016-10-26 14:25:00,1328688247161512,1098651370198363_1098654960198004,227577483972427_1098651370198363
1098651370198363_1098767600186740,2016-10-26 14:25:00,10211137789586294,1098651370198363_1098654960198004,227577483972427_1098651370198363
1098651370198363_1100384113358422,2016-10-26 14:25:00,227577483972427,1098651370198363_1098654960198004,227577483972427_1098651370198363
1098651370198363_1100385736691593,2016-10-26 14:25:00,10211137789586294,1098651370198363_1098654960198004,227577483972427_1098651370198363
1098651370198363_1164327713630728,2016-10-26 14:25:00,227577483972427,1098651370198363_1163864630343703,227577483972427_1098651370198363
1098651370198363_1098827433514090,2016-10-26 14:25:00,10202620280625224,1098651370198363_1098734900190010,227577483972427_1098651370198363
1098651370198363_1098841320179368,2016-10-26 14:25:00,1069410739823363,1098651370198363_1098734900190010,227577483972427_1098651370198363
1098651370198363_1098735023523331,2016-10-26 14:25:00,1069410739823363,1098651370198363_1098721770191323,227577483972427_1098651370198363
1098651370198363_1098746433522190,2016-10-26 14:25:00,10154646349001506,1098651370198363_1098721770191323,227577483972427_1098651370198363
1098651370198363_1099440313452802,2016-10-26 14:25:00,320698104976978,1098651370198363_1099435183453315,227577483972427_1098651370198363
1098651370198363_1099902136739953,2016-10-26 14:25:00,10210717637718389,1098651370198363_1099435183453315,227577483972427_1098651370198363
1098651370198363_1112758812120952,2016-10-26 14:25:00,1218848911491231,1098651370198363_1099435183453315,227577483972427_1098651370198363
1098651370198363_1147285258668307,2016-10-26 14:25:00,1246107712080379,1098651370198363_1099228070140693,227577483972427_1098651370198363
1098651370198363_1147807705282729,2016-10-26 14:25:00,1246372492094613,1098651370198363_1099228070140693,227577483972427_1098651370198363
1098651370198363_1147807895282710,2016-10-26 14:25:00,1246372492094613,1098651370198363_1099228070140693,227577483972427_1098651370198363
1098651370198363_1099206170142883,2016-10-26 14:25:00,10211137789586294,1098651370198363_1098692903527543,227577483972427_1098651370198363
1098651370198363_1099213236808843,2016-10-26 14:25:00,1854333358133795,1098651370198363_1098692903527543,227577483972427_1098651370198363
1098651370198363_1114838431912990,2016-10-26 14:25:00,10211069135391363,1098651370198363_1098692903527543,227577483972427_1098651370198363
1098651370198363_1098843590179141,2016-10-26 14:25:00,10154104376563741,1098651370198363_1098728130190687,227577483972427_1098651370198363
1098651370198363_1100621353334698,2016-10-26 14:25:00,10210165533962012,1098651370198363_1098728130190687,227577483972427_1098651370198363
1098651370198363_1098749633521870,2016-10-26 14:25:00,1328688247161512,1098651370198363_1098749050188595,227577483972427_1098651370198363
1098651370198363_1098793350184165,2016-10-26 14:25:00,10205476737156325,1098651370198363_1098749050188595,227577483972427_1098651370198363
1098651370198363_1147296652000501,2016-10-26 14:25:00,1331128480248828,1098651370198363_1098749050188595,227577483972427_1098651370198363
1098651370198363_1098704060193094,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098658170197683,227577483972427_1098651370198363
1098651370198363_1098706760192824,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098658170197683,227577483972427_1098651370198363
1098651370198363_1098708083526025,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098658170197683,227577483972427_1098651370198363
1098651370198363_1098705510192949,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098675016862665,227577483972427_1098651370198363
1098651370198363_1210104939053005,2016-10-26 14:25:00,10210611227695431,1098651370198363_1098675016862665,227577483972427_1098651370198363
1098651370198363_1210163982380434,2016-10-26 14:25:00,10207675647596319,1098651370198363_1098675016862665,227577483972427_1098651370198363
1098651370198363_1098765400186960,2016-10-26 14:25:00,1033764553385610,1098651370198363_1098758470187653,227577483972427_1098651370198363
1098651370198363_1099137456816421,2016-10-26 14:25:00,1069410739823363,1098651370198363_1098758470187653,227577483972427_1098651370198363
1098651370198363_1113563132040520,2016-10-26 14:25:00,10210888129701722,1098651370198363_1098758470187653,227577483972427_1098651370198363
1098651370198363_1098708603525973,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098704583526375,227577483972427_1098651370198363
1094857890577711_1095200807210086,2016-10-26 14:25:00,10154810241844410,1094857890577711_1094893213907512,227577483972427_1094857890577711
1094857890577711_1095200920543408,2016-10-26 14:25:00,1758876137705642,1094857890577711_1094893213907512,227577483972427_1094857890577711
1091275654269268_1103673703029463,2016-10-26 14:25:00,10210888129701722,1091275654269268_1093196854077148,227577483972427_1091275654269268
1091275654269268_1103804926349674,2016-10-26 14:25:00,10210802091588838,1091275654269268_1093196854077148,227577483972427_1091275654269268
1091275654269268_1151971114866388,2016-10-26 14:25:00,1442694982427209,1091275654269268_1093196854077148,227577483972427_1091275654269268
1090422494354584_1126598604070306,2016-10-26 14:25:00,599855143520377,1090422494354584_1093197004077133,227577483972427_1090422494354584
1089738017756365_1098692170194283,2016-10-26 14:25:00,1114878481884559,1089738017756365_1089971691066331,227577483972427_1089738017756365
1089738017756365_1099631493433684,2016-10-26 14:25:00,1114878481884559,1089738017756365_1089971691066331,227577483972427_1089738017756365
1089738017756365_1100359586694208,2016-10-26 14:25:00,227577483972427,1089738017756365_1089971691066331,227577483972427_1089738017756365
1089738017756365_1124995657563934,2016-10-26 14:25:00,227577483972427,1089738017756365_1124634207600079,227577483972427_1089738017756365
1089738017756365_1098100436920123,2016-10-26 14:25:00,1413195285375503,1089738017756365_1089855337744633,227577483972427_1089738017756365
1089738017756365_1098384293558404,2016-10-26 14:25:00,1413195285375503,1089738017756365_1089855337744633,227577483972427_1089738017756365
1089738017756365_1098384933558340,2016-10-26 14:25:00,1413195285375503,1089738017756365_1089855337744633,227577483972427_1089738017756365
1089169857813181_1093249687405198,2016-10-26 14:25:00,227577483972427,1089169857813181_1093197117410455,227577483972427_1089169857813181
1089169857813181_1093299120733588,2016-10-26 14:25:00,10210802091588838,1089169857813181_1093197117410455,227577483972427_1089169857813181
999031153493719_1052936181436549,2016-10-26 14:25:00,10154639406459450,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1053374598059374,2016-10-26 14:25:00,678434728998429,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1058204277576406,2016-10-26 14:25:00,227577483972427,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1058205660909601,2016-10-26 14:25:00,10154639406459450,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1086732608056906,2016-10-26 14:25:00,1138319352928246,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1048389105224590,2016-10-26 14:25:00,10209082042202285,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048389398557894,2016-10-26 14:25:00,1165173170215677,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048390255224475,2016-10-26 14:25:00,10209082042202285,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048390738557760,2016-10-26 14:25:00,1165173170215677,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048390965224404,2016-10-26 14:25:00,1165173170215677,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048393568557477,2016-10-26 14:25:00,10209082042202285,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048393871890780,2016-10-26 14:25:00,1165173170215677,999031153493719_999085213488313,227577483972427_999031153493719
996079037122264_997846593612175,2016-10-26 14:25:00,227577483972427,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_997878626942305,2016-10-26 14:25:00,227577483972427,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_997898690273632,2016-10-26 14:25:00,556844417859569,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_1048389541891213,2016-10-26 14:25:00,10209082042202285,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_1081916281871872,2016-10-26 14:25:00,1044213539010942,996079037122264_996919113704923,227577483972427_996079037122264
