PROFILE_ID,TYPE,REAC_EXTRACTION_DATE,ID_POST
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
860009694101127,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
10211022029455349,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
10154397675370342,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
1608033686168151,LIKE,2016-10-26 14:25:00,135315403266228_658032624327834
123835997685613,LIKE,2016-10-26 14:25:00,135315403266228_658032624327834
1465388946808603,LIKE,2016-10-26 14:25:00,135315403266228_658032624327834
1221628541228949,LIKE,2016-10-26 14:25:00,135315403266228_658032624327834
10211022029455349,LIKE,2016-10-26 14:25:00,135315403266228_658032624327834
1121279481255377,LIKE,2016-10-26 14:25:00,135315403266228_648455355285561
1597837520518129,LIKE,2016-10-26 14:25:00,135315403266228_648455355285561
616139318565737,LIKE,2016-10-26 14:25:00,135315403266228_648455355285561
1784863175121106,LIKE,2016-10-26 14:25:00,135315403266228_648455355285561
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_648455355285561
10211081928103009,LIKE,2016-10-26 14:25:00,135315403266228_636500983147665
1105182606244187,LIKE,2016-10-26 14:25:00,135315403266228_636500983147665
869522499815359,LIKE,2016-10-26 14:25:00,135315403266228_636500983147665
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_636500983147665
10211005285397740,LIKE,2016-10-26 14:25:00,135315403266228_636500983147665
10205597147726732,LIKE,2016-10-26 14:25:00,135315403266228_636492836481813
10208105099209401,LIKE,2016-10-26 14:25:00,135315403266228_636492836481813
1190672524360938,LIKE,2016-10-26 14:25:00,135315403266228_636492836481813
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_636492836481813
10208941065397790,LIKE,2016-10-26 14:25:00,135315403266228_636492836481813
1436492229698292,LIKE,2016-10-26 14:25:00,135315403266228_636492836481813
10211458984981075,LIKE,2016-10-26 14:25:00,135315403266228_636492836481813
10210379574747189,LIKE,2016-10-26 14:25:00,135315403266228_636492106481886
10208105099209401,LIKE,2016-10-26 14:25:00,135315403266228_636492106481886
1190672524360938,LIKE,2016-10-26 14:25:00,135315403266228_636492106481886
1436492229698292,LIKE,2016-10-26 14:25:00,135315403266228_636492106481886
1202907619770300,LIKE,2016-10-26 14:25:00,135315403266228_626077704189993
10211167519647101,LIKE,2016-10-26 14:25:00,135315403266228_626077704189993
10207239197683220,LIKE,2016-10-26 14:25:00,135315403266228_626077704189993
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_626077704189993
616139318565737,LIKE,2016-10-26 14:25:00,135315403266228_626077704189993
10207668190166745,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10154193677593978,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10210778116469953,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1083863138406726,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
649568315224410,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1797946410478555,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1330995640244416,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10210387888711697,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1258584610829926,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1665473737076403,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
838345086308466,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1810561465894876,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10209583951588604,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1325856960760142,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
880808088730039,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1840794282800437,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10207116739892774,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1681477982166895,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1790822227872801,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1246389242062767,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1166718990016092,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1211558845558884,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10210025781939112,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10154946465606165,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
542334509302049,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10153794933900653,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10210167960342678,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10154672774919371,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10154282171333557,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1635261800105182,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
135315403266228,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
616139318565737,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1436492229698292,LIKE,2016-10-26 14:25:00,135315403266228_623367061127724
1612698312358220,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
1121279481255377,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
619386858232144,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
923771807722436,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
135315403266228,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
10207239197683220,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
937267739710634,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
616139318565737,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
1867741083460169,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
1436492229698292,LIKE,2016-10-26 14:25:00,135315403266228_623362844461479
1094588020661620,LIKE,2016-10-26 14:25:00,135315403266228_613451508785946
619386858232144,LIKE,2016-10-26 14:25:00,135315403266228_613451508785946
10211022029455349,LIKE,2016-10-26 14:25:00,135315403266228_613451508785946
1080755655373273,LIKE,2016-10-26 14:25:00,135315403266228_613451508785946
860009694101127,LIKE,2016-10-26 14:25:00,135315403266228_612195812244849
1308031412564675,LIKE,2016-10-26 14:25:00,135315403266228_612195812244849
10210027851123697,LIKE,2016-10-26 14:25:00,135315403266228_609250642539366
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_609250642539366
1190672524360938,LIKE,2016-10-26 14:25:00,135315403266228_609250642539366
1190672524360938,LIKE,2016-10-26 14:25:00,135315403266228_608689342595496
135315403266228,LIKE,2016-10-26 14:25:00,135315403266228_604278503036580
1190672524360938,LIKE,2016-10-26 14:25:00,135315403266228_604278503036580
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_604278503036580
10154397675370342,LIKE,2016-10-26 14:25:00,135315403266228_604278503036580
277800062284551,LIKE,2016-10-26 14:25:00,135315403266228_599111330219964
1587569874602314,LIKE,2016-10-26 14:25:00,135315403266228_599111330219964
10211455490289388,LIKE,2016-10-26 14:25:00,135315403266228_599111330219964
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_599111330219964
10210393671256363,LIKE,2016-10-26 14:25:00,135315403266228_599111330219964
10210534249494517,LIKE,2016-10-26 14:25:00,135315403266228_599111330219964
10210915886591618,LIKE,2016-10-26 14:25:00,135315403266228_599111330219964
1805556609729471,LIKE,2016-10-26 14:25:00,135315403266228_598447036953060
10207884436844494,LIKE,2016-10-26 14:25:00,135315403266228_598447036953060
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_598447036953060
10210672943159790,LIKE,2016-10-26 14:25:00,135315403266228_598447036953060
10154397675370342,LIKE,2016-10-26 14:25:00,135315403266228_598447036953060
10210915886591618,LIKE,2016-10-26 14:25:00,135315403266228_598447036953060
1235688339825594,LIKE,2016-10-26 14:25:00,135315403266228_592479387549825
10208941065397790,LIKE,2016-10-26 14:25:00,135315403266228_592479387549825
277800062284551,LIKE,2016-10-26 14:25:00,135315403266228_592479387549825
1302332149798061,LIKE,2016-10-26 14:25:00,135315403266228_592479387549825
1142424732473359,LIKE,2016-10-26 14:25:00,135315403266228_592479387549825
1170703153010398,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
586381044882277,ANGRY,2016-10-26 14:25:00,135315403266228_590907111040386
10207239197683220,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
324599371246254,ANGRY,2016-10-26 14:25:00,135315403266228_590907111040386
10211008406544878,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1103592729736517,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10202179535446842,ANGRY,2016-10-26 14:25:00,135315403266228_590907111040386
1076345162485224,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10154540626812088,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1008002266011835,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1107470255987633,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10153798837851783,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1597837520518129,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10208069790365040,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10211155508063991,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1515312568483213,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10207902825637655,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10210885450510888,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1801229083467172,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10205597147726732,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10209031146789111,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10211185630060793,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10209221601510493,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10210027851123697,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10154541840696590,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1826499250964880,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1796389170642090,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1212855065413856,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
654323481416730,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1795796544030080,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1754717118125763,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10207301107788376,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
277800062284551,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1080755655373273,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10211175033921315,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
860009694101127,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10211458984981075,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
710707522414408,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1142424732473359,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1304719712891807,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10211308733260935,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
563877150478234,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1234126706607647,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1088270694623876,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10210507964486345,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1308720542491644,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1097946483636559,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1237095849656911,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
1198212043551571,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10154397675370342,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10211455490289388,LIKE,2016-10-26 14:25:00,135315403266228_590907111040386
10208611382076051,LIKE,2016-10-26 14:25:00,135315403266228_586412058156558
10154282215643692,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
792770357531407,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
10210397790523177,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
1178836502186457,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
10209588452739800,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
1331938963484112,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
1200726213328659,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
856319454500443,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
1204993272919683,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
1190672537694270,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
10207423337963747,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
10208973893002679,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
1107148259340103,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
1195368730506832,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
1498983566795507,LOVE,2016-10-26 14:25:00,232821613450342_1042623469136815
10209432257474700,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
10207678036297623,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
1552962698048374,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
10211136868608620,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
10207765279392821,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
10210634897498272,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
10211137789066281,LIKE,2016-10-26 14:25:00,232821613450342_1042623469136815
693065714177235,LIKE,2016-10-26 14:25:00,232821613450342_1033700030029159
10210990558344481,LIKE,2016-10-26 14:25:00,232821613450342_1033700030029159
10207437720917549,LIKE,2016-10-26 14:25:00,232821613450342_1033700030029159
1346013592089464,LIKE,2016-10-26 14:25:00,232821613450342_1033700030029159
10209412397080658,LIKE,2016-10-26 14:25:00,232821613450342_1033700030029159
10211559352566515,LIKE,2016-10-26 14:25:00,232821613450342_1033700030029159
