PROFILE_ID,TYPE,REAC_EXTRACTION_DATE,ID_POST
10210397790483176,LIKE,2016-10-26 14:25:00,135315403266228_814436635354098
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_814436635354098
10153798837851783,LIKE,2016-10-26 14:25:00,135315403266228_814436635354098
10210885450510888,LIKE,2016-10-26 14:25:00,135315403266228_814436635354098
10210915886591618,LIKE,2016-10-26 14:25:00,135315403266228_814436635354098
1483146358381163,LIKE,2016-10-26 14:25:00,135315403266228_814436635354098
1190672524360938,LIKE,2016-10-26 14:25:00,135315403266228_814436635354098
10210577203095789,LIKE,2016-10-26 14:25:00,135315403266228_798990723565356
1190672524360938,LIKE,2016-10-26 14:25:00,135315403266228_798990723565356
10209031146789111,LIKE,2016-10-26 14:25:00,135315403266228_798990723565356
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_798990723565356
1693565000868415,LIKE,2016-10-26 14:25:00,135315403266228_798990723565356
10210027851123697,LIKE,2016-10-26 14:25:00,135315403266228_796217963842632
10210699423945730,LIKE,2016-10-26 14:25:00,135315403266228_796217963842632
1325229577496919,LIKE,2016-10-26 14:25:00,135315403266228_793496904114738
1693565000868415,LIKE,2016-10-26 14:25:00,135315403266228_793496904114738
10209486900362565,LIKE,2016-10-26 14:25:00,135315403266228_793496904114738
10154201224653822,LIKE,2016-10-26 14:25:00,135315403266228_793496904114738
10154496409406708,LIKE,2016-10-26 14:25:00,135315403266228_793496904114738
1483146358381163,LIKE,2016-10-26 14:25:00,135315403266228_793496904114738
1693565000868415,LIKE,2016-10-26 14:25:00,135315403266228_793071977490564
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_793071977490564
10211155508063991,LIKE,2016-10-26 14:25:00,135315403266228_793071977490564
1190672524360938,LIKE,2016-10-26 14:25:00,135315403266228_793071977490564
10210027851123697,LIKE,2016-10-26 14:25:00,135315403266228_793071977490564
1483146358381163,LIKE,2016-10-26 14:25:00,135315403266228_793071977490564
1693565000868415,LIKE,2016-10-26 14:25:00,135315403266228_790882587709503
1262559383795365,LIKE,2016-10-26 14:25:00,135315403266228_790882587709503
1693565000868415,LIKE,2016-10-26 14:25:00,135315403266228_790463397751422
10210699423945730,LIKE,2016-10-26 14:25:00,135315403266228_790463397751422
1262559383795365,LIKE,2016-10-26 14:25:00,135315403266228_790463397751422
10154496409406708,LIKE,2016-10-26 14:25:00,135315403266228_790463397751422
10211155508063991,LIKE,2016-10-26 14:25:00,135315403266228_790463397751422
1801229083467172,LIKE,2016-10-26 14:25:00,135315403266228_790463397751422
10211313193569875,LIKE,2016-10-26 14:25:00,135315403266228_790463397751422
1483146358381163,LIKE,2016-10-26 14:25:00,135315403266228_790463397751422
10210049550028884,LIKE,2016-10-26 14:25:00,135315403266228_790463397751422
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
888228414640725,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
1483146358381163,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
280694455664424,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
10211034804445071,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
10209486900362565,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
1190672524360938,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
860009694101127,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
10210885450510888,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
1801229083467172,LIKE,2016-10-26 14:25:00,135315403266228_789568161174279
1170703153010398,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
1103592729736517,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10210027851123697,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10209153042842101,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10207486031566070,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10154201224653822,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10211155508063991,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10205610648025862,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10207845096393066,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
860009694101127,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
1604396593195936,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10209031146789111,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
10208105099209401,LIKE,2016-10-26 14:25:00,135315403266228_905970599522885
1249244188465989,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1693565000868415,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1319295961432119,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
10153798837851783,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1448076665208946,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1676840022630690,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
10209221601510493,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
10205597147726732,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1051492004997597,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1226162834122772,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
10210915886591618,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1801229083467172,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
10210027851123697,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
10211308733260935,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1867741083460169,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1237599812966816,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1038408979574522,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1072597589480938,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
277800062284551,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1452501351446488,LIKE,2016-10-26 14:25:00,135315403266228_727227400741689
1693565000868415,LIKE,2016-10-26 14:25:00,135315403266228_725391220925307
324599371246254,LIKE,2016-10-26 14:25:00,135315403266228_722077284590034
1814459945499586,LIKE,2016-10-26 14:25:00,135315403266228_722077284590034
1051492004997597,LIKE,2016-10-26 14:25:00,135315403266228_722077284590034
10205597147726732,LIKE,2016-10-26 14:25:00,135315403266228_722077284590034
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_722077284590034
1801229083467172,LIKE,2016-10-26 14:25:00,135315403266228_722077284590034
1597837520518129,LIKE,2016-10-26 14:25:00,135315403266228_722077284590034
10153798837851783,LIKE,2016-10-26 14:25:00,135315403266228_722076734590089
1319295961432119,LIKE,2016-10-26 14:25:00,135315403266228_722076734590089
371906523142780,LIKE,2016-10-26 14:25:00,135315403266228_722076734590089
1359741987370526,LIKE,2016-10-26 14:25:00,135315403266228_722076734590089
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_722076734590089
1168151769965354,LIKE,2016-10-26 14:25:00,135315403266228_722076734590089
1801229083467172,LIKE,2016-10-26 14:25:00,135315403266228_722076734590089
1143682425667554,LIKE,2016-10-26 14:25:00,135315403266228_722076734590089
1184413634946456,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
1758198871108225,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
1320290801323052,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
1597837520518129,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
10210049550028884,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
10211308733260935,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
397096753747955,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
1168151769965354,LIKE,2016-10-26 14:25:00,135315403266228_716991885098574
10210027851123697,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
371906523142780,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
10207445715527330,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
10154201224653822,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
1813832385529877,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
1801229083467172,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
10208105099209401,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
1298285276862293,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
1168151769965354,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_715539808577115
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_712961268834969
10207845096393066,LIKE,2016-10-26 14:25:00,135315403266228_704780046319758
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_704780046319758
10208105099209401,LIKE,2016-10-26 14:25:00,135315403266228_704780046319758
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_704780046319758
1073014112796684,LIKE,2016-10-26 14:25:00,135315403266228_704780046319758
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_704780046319758
1834497803463021,LIKE,2016-10-26 14:25:00,135315403266228_704780322986397
10210027851123697,LIKE,2016-10-26 14:25:00,135315403266228_704780322986397
10210470901345956,LIKE,2016-10-26 14:25:00,135315403266228_704780322986397
1801229083467172,LIKE,2016-10-26 14:25:00,135315403266228_704780322986397
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_704780322986397
10209270727157632,LIKE,2016-10-26 14:25:00,135315403266228_704780322986397
1163118160442764,LIKE,2016-10-26 14:25:00,135315403266228_704780322986397
10209031146789111,LIKE,2016-10-26 14:25:00,135315403266228_704780322986397
10211185630060793,LIKE,2016-10-26 14:25:00,135315403266228_704780322986397
1814459945499586,LIKE,2016-10-26 14:25:00,135315403266228_702241763240253
1714034242256182,LIKE,2016-10-26 14:25:00,135315403266228_702241763240253
1586997664659133,LIKE,2016-10-26 14:25:00,135315403266228_702241763240253
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_702241763240253
277800062284551,LIKE,2016-10-26 14:25:00,135315403266228_701232366674526
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_701232366674526
10211185630060793,LIKE,2016-10-26 14:25:00,135315403266228_701232366674526
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_701232366674526
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_698829480248148
1073014112796684,LIKE,2016-10-26 14:25:00,135315403266228_698829480248148
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_698829480248148
1319295961432119,LIKE,2016-10-26 14:25:00,135315403266228_670538443077252
10154201224653822,LIKE,2016-10-26 14:25:00,135315403266228_670538443077252
277800062284551,LIKE,2016-10-26 14:25:00,135315403266228_670538443077252
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_670538443077252
10154024432798603,LIKE,2016-10-26 14:25:00,135315403266228_670538443077252
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_670538443077252
10154397675370342,LIKE,2016-10-26 14:25:00,135315403266228_670538443077252
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_666952653435831
10207239197683220,LIKE,2016-10-26 14:25:00,135315403266228_666952653435831
1007023066092864,LIKE,2016-10-26 14:25:00,135315403266228_666946916769738
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_666946916769738
1436492229698292,LIKE,2016-10-26 14:25:00,135315403266228_666946916769738
10154707017854706,LIKE,2016-10-26 14:25:00,135315403266228_665214320276331
1714034242256182,LIKE,2016-10-26 14:25:00,135315403266228_664434627020967
10207239197683220,LIKE,2016-10-26 14:25:00,135315403266228_664434627020967
10208105099209401,LIKE,2016-10-26 14:25:00,135315403266228_664434627020967
1826499250964880,LIKE,2016-10-26 14:25:00,135315403266228_661066980691065
10210027851123697,LIKE,2016-10-26 14:25:00,135315403266228_661066980691065
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_661066980691065
335366420172129,LIKE,2016-10-26 14:25:00,135315403266228_661065617357868
1642857025728238,LIKE,2016-10-26 14:25:00,135315403266228_661065617357868
542972909243800,LIKE,2016-10-26 14:25:00,135315403266228_661065617357868
10207301107788376,LIKE,2016-10-26 14:25:00,135315403266228_661065617357868
10155367852079046,LIKE,2016-10-26 14:25:00,135315403266228_661065617357868
10157598224450433,LIKE,2016-10-26 14:25:00,135315403266228_661065617357868
748762095281738,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
1789781617955548,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
10206678209622506,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
10207967094716352,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
10208986146984300,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
1465388946808603,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
10208386307790884,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
10210743265643691,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
10210672943159790,LIKE,2016-10-26 14:25:00,135315403266228_658293234301773
